Id,MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,SaleCondition,SalePrice
54,0.0,0.75,0.5,0.8888888888888888,0.3278688524590164,0.0,1.0,1.0,0.75,1.0,0.6461621684508216,0.6040166521197792,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.75,1.0,0.75,12.86099861326992
55,0.3529411764705882,0.75,0.36363636363636365,0.4444444444444445,0.8688524590163935,0.0,0.5,0.25,0.5,1.0,0.5313578873111582,0.4967004071758061,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.4,0.3333333333333333,0.5,1.0,0.75,11.77528972943772
56,0.0,0.75,0.36363636363636365,0.5555555555555556,0.7377049180327869,0.0,0.5,0.25,0.75,1.0,0.5490258483999941,0.5132159867434658,0.0,0.3333333333333333,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.103486056755072
57,0.8235294117647058,1.0,0.8181818181818182,0.7777777777777777,0.16393442622950818,0.0,0.75,0.25,1.0,1.0,0.40850674296674594,0.5836612588519632,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,1.0,0.5,1.0,0.0,12.058152515453552
58,0.2352941176470588,0.75,0.6363636363636364,0.6666666666666665,0.04918032786885246,0.0,0.75,0.25,1.0,1.0,0.3579190094563711,0.5797749779095471,0.0,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.188417710291453
59,0.2352941176470588,0.75,0.9090909090909092,1.0,0.01639344262295082,1.0,1.0,1.0,1.0,1.0,0.5492913225274254,0.7700164038243282,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.75,1.0,1.0,12.991753427493052
60,0.0,0.75,0.6363636363636364,0.4444444444444445,0.6065573770491803,0.0,0.5,0.75,1.0,1.0,0.32096935602439514,0.30003433398724555,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.73526869611367
61,0.0,0.75,0.4545454545454546,0.5555555555555556,0.04918032786885246,0.0,0.75,0.25,1.0,1.0,0.4705094671360337,0.43982078649316314,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,11.970350312009105
62,0.32352941176470584,0.25,0.0,0.4444444444444445,0.19672131147540983,0.0,0.5,0.25,0.5,0.0,0.20950439927119602,0.42516354397656597,0.0,0.0,0.0,0.2,0.4,0.3333333333333333,0.25,0.0,0.75,11.522875795823397
63,0.588235294117647,0.75,0.9545454545454546,0.7777777777777777,0.03278688524590164,0.0,0.75,0.5,1.0,1.0,0.5341303052283983,0.49929199589828244,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.218495165528731
64,0.2941176470588235,0.25,0.18181818181818182,0.6666666666666665,1.0,0.0,0.5,0.25,0.75,1.0,0.3759635181053076,0.5777122882260084,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.84939770159144
65,0.2352941176470588,0.75,0.6363636363636364,0.6666666666666665,0.19672131147540983,0.0,0.75,0.25,1.0,1.0,0.4359737633557197,0.6390918270052062,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.299107511497363
66,0.2352941176470588,0.75,0.9545454545454546,0.7777777777777777,0.04918032786885246,0.0,1.0,0.75,1.0,1.0,0.4655754552205087,0.7082244270816784,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,0.6666666666666666,0.75,1.0,0.75,12.666657052859417
67,0.0,0.75,0.36363636363636365,0.6666666666666665,0.36065573770491804,0.0,0.75,1.0,0.5,1.0,0.714576178588127,0.6679684019727556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.100712129872347
68,0.0,0.75,0.6363636363636364,0.6666666666666665,0.0819672131147541,0.0,0.75,0.75,1.0,1.0,0.5631014385598587,0.5263735054904308,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.328290278254423
69,0.05882352941176469,0.25,0.18181818181818182,0.3333333333333333,1.0,0.0,0.5,0.25,0.5,1.0,0.30461016105657457,0.28474215710303064,0.0,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,0.75,11.289781913656018
70,0.17647058823529413,0.75,0.7727272727272727,0.6666666666666665,0.8852459016393444,0.0,0.5,0.25,0.5,1.0,0.515445432276147,0.680564313059556,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,1.0,0.5,1.0,0.75,12.323855681186558
71,0.0,0.75,0.36363636363636365,0.6666666666666665,0.5737704918032788,0.0,0.75,1.0,1.0,1.0,0.7173097948312526,0.6705237198356255,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8,0.8,1.0,0.5,1.0,0.75,12.404923504275338
72,0.0,0.75,0.4090909090909091,0.3333333333333333,0.03278688524590164,0.0,0.5,0.25,0.5,1.0,0.3512601862832416,0.32834946411431876,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.771436160121729
73,0.2352941176470588,0.75,0.5909090909090909,0.6666666666666665,0.19672131147540983,0.0,0.75,0.25,0.75,1.0,0.36876311397869177,0.579363401041193,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,1.0,0.5,1.0,0.75,12.128111104060462
74,0.0,0.75,0.36363636363636365,0.4444444444444445,0.13114754098360656,0.0,0.5,0.25,0.75,1.0,0.4462166352424042,0.4171124391040273,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,0.75,11.883799128308773
75,0.17647058823529413,0.25,0.18181818181818182,0.2222222222222222,1.0,0.5,0.25,0.25,0.75,0.0,0.34901428442051285,0.555295269652349,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.584315461056901
76,0.9411764705882353,0.25,0.045454545454545456,0.3333333333333333,0.6065573770491803,0.0,0.75,1.0,0.5,1.0,0.17186937482437958,0.3836569300489421,0.3333333333333333,0.3333333333333333,0.0,0.2,1.0,0.3333333333333333,0.25,1.0,0.75,11.418614785498987
77,0.0,0.75,0.36363636363636365,0.3333333333333333,0.8688524590163935,0.0,0.5,0.25,1.0,1.0,0.3963801922974275,0.3705265464428198,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.818570237796182
78,0.17647058823529413,0.25,0.13636363636363635,0.4444444444444445,0.13114754098360656,0.0,0.5,0.25,0.5,1.0,0.44130640236637797,0.4766335754601667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.751942365440728
79,0.4117647058823529,0.75,0.2727272727272727,0.3333333333333333,0.7049180327868853,1.0,0.5,0.25,0.5,0.0,0.6306452756562111,0.5895118387854228,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,1.0,0.75,11.824079893607152
80,0.17647058823529413,0.25,0.18181818181818182,0.4444444444444445,0.4754098360655738,0.0,0.5,0.25,0.75,1.0,0.270159281210113,0.46115892908406764,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.608235644774552
81,0.2352941176470588,0.75,0.36363636363636365,0.5555555555555556,0.6885245901639345,0.0,0.75,0.25,0.5,1.0,0.47827247479972934,0.6573933362295032,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.25,1.0,0.75,12.173032791451973
82,0.588235294117647,0.25,0.4090909090909091,0.5555555555555556,0.14754098360655737,1.0,1.0,0.25,1.0,1.0,0.5249031760506102,0.49066670035056204,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8,1.0,0.5,1.0,0.75,11.941455846009388
83,0.0,0.75,0.8181818181818182,0.7777777777777777,0.03278688524590164,0.0,0.75,0.25,1.0,1.0,0.5840064253576593,0.5459149778246735,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.75,1.0,0.75,12.409013489526863
84,0.0,0.75,0.36363636363636365,0.4444444444444445,0.7868852459016394,0.0,0.5,0.25,0.75,1.0,0.438827185757642,0.41020496176053767,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.747997587149712
85,0.3529411764705882,0.75,0.5909090909090909,0.6666666666666665,0.22950819672131148,0.0,0.75,0.25,0.75,1.0,0.33243791105181986,0.5251755690986175,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,1.0,1.0,0.5,1.0,0.75,12.034691028774553
86,0.2352941176470588,0.75,1.0,0.7777777777777777,0.2459016393442623,1.0,0.75,0.25,1.0,1.0,0.5145738003672773,0.700121816992064,0.0,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.5,1.0,0.75,12.468436909997665
87,0.2352941176470588,0.75,0.5909090909090909,0.5555555555555556,0.0819672131147541,0.0,0.75,0.75,1.0,1.0,0.27126743237716155,0.5452353421142848,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.5,1.0,0.75,12.066810578196666
88,0.8235294117647058,1.0,0.8181818181818182,0.5555555555555556,0.01639344262295082,0.0,0.75,0.75,1.0,1.0,0.22917594232790472,0.4594290954246514,0.0,0.6666666666666666,0.0,0.2,0.4,0.6666666666666666,0.5,1.0,1.0,12.010665849187564
89,0.17647058823529413,0.0,0.0,0.2222222222222222,0.459016393442623,1.0,0.5,0.25,0.5,0.0,0.41988335178549496,0.5374401404572731,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,11.350406535472453
90,0.0,0.75,0.6363636363636364,0.3333333333333333,0.21311475409836064,0.0,0.75,0.25,1.0,1.0,0.4111920390508712,0.3843722999154746,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,1.0,0.75,11.724805824005728
91,0.0,0.75,0.36363636363636365,0.3333333333333333,0.9344262295081968,0.0,0.0,0.0,0.5,1.0,0.42983784733895325,0.4018019472209433,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.607326140391713
92,0.0,0.75,0.36363636363636365,0.4444444444444445,0.7540983606557378,1.0,0.5,0.25,0.5,1.0,0.49487171630470383,0.46259402345974054,0.0,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,0.0,11.498826540590727
93,0.05882352941176469,0.75,0.7272727272727273,0.4444444444444445,0.06557377049180328,0.0,0.75,0.25,1.0,1.0,0.4011205468030319,0.3749577143417402,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,12.004568269319446
94,1.0,0.0,0.18181818181818182,0.5555555555555556,0.16393442622950818,1.0,0.5,0.5,1.0,0.0,0.5024558048608556,0.6811824875785022,0.0,0.3333333333333333,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,1.0,0.75,11.804848531679264
95,0.2352941176470588,0.75,0.6363636363636364,0.5555555555555556,0.18032786885245902,0.0,0.75,0.25,1.0,1.0,0.3772200771561982,0.59309515868294,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.229545001715316
96,0.2352941176470588,0.75,0.5909090909090909,0.5555555555555556,0.27868852459016397,0.0,0.75,0.25,0.75,1.0,0.26904787555625687,0.5242142905765341,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,1.0,1.0,0.5,1.0,0.75,12.128111104060462
97,0.0,0.75,0.6363636363636364,0.6666666666666665,0.13114754098360656,0.0,0.75,0.75,1.0,1.0,0.5900115236438932,0.5515283973957965,0.0,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.273731294003989
98,0.0,0.75,0.2272727272727273,0.3333333333333333,0.7049180327868853,1.0,0.5,0.25,0.5,1.0,0.39954701708010676,0.37348681709386966,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8,1.0,0.25,0.5,0.75,11.458997122944673
99,0.05882352941176469,0.75,0.2272727272727273,0.4444444444444445,1.0,0.0,0.5,0.25,0.25,0.0,0.3467549741090381,0.32413810153783773,0.0,0.3333333333333333,0.0,0.2,0.6000000000000001,0.3333333333333333,0.25,1.0,0.0,11.326595886778735
100,0.0,0.75,0.36363636363636365,0.3333333333333333,0.8524590163934427,0.0,0.5,0.25,0.25,1.0,0.4917950054296143,0.45971798909399064,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,1.0,0.75,11.76718001130949
101,0.0,0.75,0.5454545454545454,0.5555555555555556,0.16393442622950818,0.0,0.5,0.5,0.75,1.0,0.5952183185828055,0.5563955824475246,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,0.75,12.230765258120545
